,transactTime,transactTimeInMillis,sym,venue,exchangeOrderId,displayQty,orderQty,lastQty,leavesQty,cumQtyQty,clOrdId
0,2017-06-27 07:41:11.995921288,20170627T074111.995Z,,1,9438688710194,0,1000000,0,1000000,0,GUI-cidev100005113ca00000083
1,2017-06-27 07:41:51.835045666,20170627T074151.835Z,,1,9438689234482,0,1000000,0,1000000,0,GUI-cidev100005113ca00000084
2,2017-06-27 09:55:49.018837807,20170627T095549.018Z,,1,4321660371474,0,1000000,0,1000000,0,GUI-cidev100005113ca0000008b
3,2017-06-27 09:51:44.163574071,20170627T095144.163Z,,1,9438691331634,0,1000000,0,1000000,0,GUI-cidev100005113ca00000088
4,2017-06-27 10:53:15.410456348,20170627T105315.410Z,,1,9438692904498,0,1000000,0,1000000,0,GUI-cidev100005113ca0000008f
5,2017-06-27 06:23:10.83760766,20170627T062310.837Z,,1,6815778606658,0,250000000,0,250000000,0,GUI-cidev100005113ca00000082
6,2017-06-27 10:55:55.474149604,20170627T105555.474Z,,1,0,0,1000000,0,0,0,GUI-cidev000005113ca00000088
7,2017-06-27 07:41:51.827269302,20170627T074151.827Z,,1,0,0,1000000,0,0,0,GUI-cidev100005113ca00000084
8,2017-06-27 09:51:21.43532943,20170627T095121.435Z,,1,0,0,1000000,0,0,0,GUI-cidev100005113ca00000087
9,2017-06-27 07:41:11.98822066,20170627T074111.988Z,,1,0,0,1000000,0,0,0,GUI-cidev100005113ca00000083
10,2017-06-27 01:17:50.583621526,20170627T011750.583Z,,1,0,0,500000000,0,0,0,GUI-cidev100005113ca00000081
11,2017-06-27 11:10:01.325983151,20170627T111001.325Z,,1,0,0,1000000,0,0,0,GUI-cidev000005113ca0000008a
12,2017-06-27 11:10:05.440579304,20170627T111005.440Z,,1,9438696050226,0,1000000,0,1000000,0,GUI-cidev000005113ca0000008b
13,2017-06-27 12:28:54.193254994,20170627T122854.193Z,,1,0,0,1000000,0,0,0,GUI-cidev100005113ca00000099
14,2017-06-27 12:28:59.592643239,20170627T122859.592Z,,1,9961484059170,0,1000000,0,1000000,0,GUI-cidev100005113ca0000009a
15,2017-06-27 11:00:49.196193216,20170627T110049.196Z,,1,9438693953074,0,1000000,0,1000000,0,GUI-cidev100005113ca00000090
16,2017-06-27 10:58:45.978364795,20170627T105845.978Z,,1,9438693428786,0,1000000,0,1000000,0,GUI-cidev000005113ca00000088
17,2017-06-27 11:14:31.994205904,20170627T111431.994Z,,1,9438696574514,0,1000000,0,1000000,0,GUI-cidev100005113ca00000093
