time,transactTime,sym,venue,exchangeOrderId,displayQty,orderQty,lastQty,leavesQty,cumQty,clOrdId
2017-06-26D22:47:11.737732000,1970-01-01D00:00:00.000000000,0,0,0,0,0,0,0,0,
2017-06-26D22:47:11.737732000,1970-01-01D00:00:00.000000000,0,0,0,0,0,0,0,0,
2017-06-26D22:47:11.737732000,1970-01-01D00:00:00.000000000,0,0,0,0,0,0,0,0,
2017-06-26D22:47:11.737732000,1970-01-01D00:00:00.000000000,0,0,0,0,0,0,0,0,
2017-06-26D22:47:11.737732000,1970-01-01D00:00:00.000000000,0,0,0,0,0,0,0,0,
2017-06-26D22:49:02.753032000,1970-01-01D00:00:00.000000000,0,0,0,0,0,0,0,0,
2017-06-26D22:49:02.753032000,1970-01-01D00:00:00.000000000,0,0,0,0,0,0,0,0,
2017-06-26D22:49:02.753032000,1970-01-01D00:00:00.000000000,0,0,0,0,0,0,0,0,
2017-06-26D22:49:02.753032000,1970-01-01D00:00:00.000000000,0,0,0,0,0,0,0,0,
2017-06-26D22:49:02.753032000,1970-01-01D00:00:00.000000000,0,0,0,0,0,0,0,0,
2017-06-26D22:49:02.753032000,1970-01-01D00:00:00.000000000,0,0,0,0,0,0,0,0,
2017-06-26D22:49:02.753032000,1970-01-01D00:00:00.000000000,0,0,0,0,0,0,0,0,
2017-06-26D22:50:38.757564000,1970-01-01D00:00:00.000000000,0,0,0,0,0,0,0,0,
2017-06-26D22:50:38.757564000,1970-01-01D00:00:00.000000000,0,0,0,0,0,0,0,0,
2017-06-26D22:50:38.757564000,1970-01-01D00:00:00.000000000,0,0,0,0,0,0,0,0,
2017-06-26D22:50:38.757564000,1970-01-01D00:00:00.000000000,0,0,0,0,0,0,0,0,
2017-06-26D22:50:38.757564000,1970-01-01D00:00:00.000000000,0,0,0,0,0,0,0,0,
2017-06-26D22:50:38.757564000,1970-01-01D00:00:00.000000000,0,0,0,0,0,0,0,0,
2017-06-26D22:50:38.757564000,1970-01-01D00:00:00.000000000,0,0,0,0,0,0,0,0,
2017-06-27D02:12:27.330591000,1970-01-01D00:00:00.000000000,0,0,0,0,0,0,0,0,
2017-06-27D02:12:27.330591000,1970-01-01D00:00:00.000000000,0,0,0,0,0,0,0,0,
2017-06-27D02:12:27.330591000,1970-01-01D00:00:00.000000000,0,0,0,0,0,0,0,0,
2017-06-27D02:12:27.330591000,1970-01-01D00:00:00.000000000,0,0,0,0,0,0,0,0,
2017-06-27D02:12:27.330591000,1970-01-01D00:00:00.000000000,0,0,0,0,0,0,0,0,
2017-06-27D02:12:27.330591000,1970-01-01D00:00:00.000000000,0,0,0,0,0,0,0,0,
2017-06-27D02:12:27.330591000,1970-01-01D00:00:00.000000000,0,0,0,0,0,0,0,0,
2017-06-27D06:24:54.851067000,1970-01-01D00:00:00.000000000,0,0,0,0,0,0,0,0,
2017-06-27D06:24:54.851067000,1970-01-01D00:00:00.000000000,0,0,0,0,0,0,0,0,
2017-06-27D06:24:54.851067000,1970-01-01D00:00:00.000000000,0,0,0,0,0,0,0,0,
2017-06-27D06:24:54.851067000,1970-01-01D00:00:00.000000000,0,0,0,0,0,0,0,0,
2017-06-27D06:24:54.851067000,1970-01-01D00:00:00.000000000,0,0,0,0,0,0,0,0,
2017-06-27D06:24:54.851067000,1970-01-01D00:00:00.000000000,0,0,0,0,0,0,0,0,
2017-06-27D06:24:54.851067000,1970-01-01D00:00:00.000000000,0,0,0,0,0,0,0,0,
2017-06-27D06:26:42.855770000,1970-01-01D00:00:00.000000000,0,0,0,0,0,0,0,0,
2017-06-27D06:26:42.855770000,1970-01-01D00:00:00.000000000,0,0,0,0,0,0,0,0,
2017-06-27D06:26:42.855770000,1970-01-01D00:00:00.000000000,0,0,0,0,0,0,0,0,
2017-06-27D06:26:42.855770000,1970-01-01D00:00:00.000000000,0,0,0,0,0,0,0,0,
2017-06-27D06:26:42.855770000,1970-01-01D00:00:00.000000000,0,0,0,0,0,0,0,0,
2017-06-27D06:26:42.855770000,1970-01-01D00:00:00.000000000,0,0,0,0,0,0,0,0,
2017-06-27D06:26:42.855770000,1970-01-01D00:00:00.000000000,0,0,0,0,0,0,0,0,
2017-06-27D06:28:03.860119000,1970-01-01D00:00:00.000000000,0,0,0,0,0,0,0,0,
2017-06-27D06:28:03.860119000,1970-01-01D00:00:00.000000000,0,0,0,0,0,0,0,0,
2017-06-27D06:28:03.860119000,1970-01-01D00:00:00.000000000,0,0,0,0,0,0,0,0,
2017-06-27D06:28:03.860119000,1970-01-01D00:00:00.000000000,0,0,0,0,0,0,0,0,
2017-06-27D06:28:03.860119000,1970-01-01D00:00:00.000000000,0,0,0,0,0,0,0,0,
2017-06-27D06:28:03.860119000,1970-01-01D00:00:00.000000000,0,0,0,0,0,0,0,0,
2017-06-27D06:28:03.860119000,1970-01-01D00:00:00.000000000,0,0,0,0,0,0,0,0,
